    0.44859281    -0.35689351      0.1175905
  -0.078147255    -0.37507867    -0.13121802
   -0.01753662    -0.42780776    -0.28279845
    0.41496902    0.055219745     -0.3396562
    0.17694526    -0.13595653    -0.42908735
   -0.35187397    0.063271284     0.26020858
    0.44693335   -0.063143485    -0.14357396
    0.35174678     0.27344883   -0.063306719
    0.21621445    -0.24209913   -0.008621139
  -0.053836723    -0.41550636     0.46444464
    0.42523417    -0.35126218     -0.2505484
  0.0098566763     0.22383382     0.44284588
   0.020025043     0.16870654     0.46909563
   0.030045894    0.078948345     0.31826649
   -0.18268378     0.24945827     0.22237984
   -0.24233036     0.21083226     0.27653607
     0.2237535    -0.24885806    -0.21195646
      0.247356    -0.22720521    -0.11375374
   0.038322119     0.17737203    -0.41981772
  0.0039111331     0.21958233    -0.16494603
   -0.25470636    -0.17281298     0.32964293
   -0.21196521   0.0087298835     0.38401072
    0.24888265   -0.032387609     0.44111443
     0.4269847    -0.16089341     0.34609881
    0.39230405   -0.049240463    -0.33749703
    0.44517355   -0.098515309   -0.022751856
    0.44009888   -0.048960288     0.18255029
     0.4463495     -0.2478279     0.13364627
    0.41359833    -0.35549116     0.45058952
    0.34779791     -0.3255723     0.22719444
    0.39586823    -0.43096328     0.29344961
    0.40097544     0.41350757    -0.09987158
    0.30119637    0.037212269     0.17140579
    0.39539299   -0.086276672     0.39839281
    0.41116843    -0.16963755     0.23908157
   -0.44136951     0.45894342     0.23588242
   0.017170127     -0.1333131     0.45165707
   0.039990558    -0.19339857    0.097492795
   0.010672657    -0.25457688    -0.21189399
  -0.033114827     -0.2163797  -0.0014177038
   -0.31342884     0.44568325  -0.0054035477
    0.43249655    -0.24499118   -0.044258205
    0.39251302   -0.094899865     0.17751644
     0.2387783     0.30790955     0.42166356
   -0.43631506     0.47006109    0.042171581
   -0.18623035    -0.20050463     0.38546774
    0.41152638    -0.22049009     0.38802575
   -0.33473232     0.44788905      0.3809162
    0.37762885    -0.27267036     0.30520822
   -0.22323147   -0.086707657     0.27096884
    0.21074014     0.41607244    -0.26075235
  -0.082283475    -0.23084643    -0.44885132
     0.4538903     0.11184949     0.34067204
    0.42085139    0.097058487    -0.15875718
    0.44867471     0.43153257   -0.051593932
   0.070447669    -0.11497122     -0.3686794
   0.052756748    -0.25640885    0.031196567
   0.056607731     -0.1887922   0.0021668417
  0.0051770057    -0.21960431     0.47246907
     0.2673098     -0.2927297     0.24957656
    0.42790501    -0.43696614     0.42125463
    -0.2383061    -0.29314281    -0.02236977
    0.14490769     0.21324697     0.30153491
    0.44890337    0.062390721     0.24364586
    0.18927658     0.15439203    -0.33076529
    0.11996955     0.10171001      0.4395204
    0.36883698    -0.14976853  -0.0008709706
    0.42340981     0.19528145    -0.16302987
    0.43496524     0.22770471   -0.099305068
    0.26180243     0.10047771    -0.26172545
    0.39638197    -0.07046444   -0.077371548
    0.20004378     0.13021005     0.39813448
    0.17466656     0.16764769   -0.095305057
    0.23268329    0.043691979    -0.06687471
  -0.088064987       -0.15748     0.41690388
    0.16637238    0.060047849    0.089180763
    0.35569347    -0.13280021     0.33005955
   0.087877669    0.021256902     0.27711999
  -0.030335126    -0.21546616     0.25644959
   -0.11695466   -0.091188491     0.47739385
     -0.216614    -0.10029838    -0.42366085
   -0.25381493   -0.082188057     0.46290946
   -0.42071878     0.16177468     0.25045428
    0.43548222   0.0038526349   -0.017904108
    0.33187717     0.37726936     0.18351705
     0.4236247   -0.093436268    0.090402148
      0.430676   -0.018031438      0.4293797
   -0.36526548    0.055978844      0.4674642
    0.32515231    0.072990387     0.32840052
    0.46359565     0.33418893      0.1856402
    0.40568144     0.01740679    0.083950321
    0.40837399     0.37171814    -0.41794344
  -0.050922999     0.12369387     -0.3815006
    0.36597697     0.19620601      0.4222256
      0.399998    0.011397411    -0.20593265
   -0.12472939      0.2726549     0.47766187
    0.41504432    -0.25686035     0.45261929
   -0.34434837    -0.13452896      0.2175296
    0.16434865    -0.13618615     0.44578177
     0.1710088    -0.36623582   -0.052097631
    0.14037474   -0.048463123    -0.19535351
    0.44638091     0.30188067    -0.39328036
    0.44784853     0.39047584    -0.31266343
     0.4270136     0.34404546    -0.17609353
    0.37433979    0.021476621     -0.1043426
     0.2969491     0.23652478    -0.42207061
    0.40748268    0.040364224   -0.058399376
    0.39831499    -0.19469081      0.1272124
    0.36040996     0.35879807    -0.31270336
  -0.099127209    -0.23665093    -0.33759911
  -0.015603977    0.056989435     -0.4678513
   0.099117187    -0.43378637    -0.38771113
    -0.0836267    -0.10088376     0.24929097
    0.20397814    -0.43544385    -0.39267067
  -0.013603425    0.085395282    0.010485051
    0.14345231    -0.28150413    -0.27735061
   0.074565001    -0.32212016    -0.38576375
    0.15443649    -0.38342491     -0.1844942
    0.10225771    -0.39853363    -0.32863996
     0.1335125    -0.10368818   -0.088304496
    0.26613643    -0.17126723    -0.41796772
    0.12008101    -0.31364733    -0.41552048
    0.33735546    -0.14800247     0.44986758
    0.16172852    -0.44844049      0.1880262
    0.23962284    -0.19811116    -0.45878927
    0.07903783    -0.35417133  -0.0057511217
   -0.44323707    0.067285199     0.17829466
   -0.21636905    -0.12878979    0.043611833
    0.37225649    -0.43998609    -0.40505646
    0.44030755    -0.34624107     0.31539167
   -0.28684351     0.46225065     0.45898307
    0.33123405   0.0015131177     0.24658939
   -0.45093663     0.13525738     0.42995738
  -0.052888643    -0.40098551     -0.2232753
   -0.45943715   0.0088982686     0.21193107
   -0.47370739    -0.32732632    -0.40107334
   -0.45175894    -0.42423628     0.45279896
  -0.033078586    -0.29956373    -0.44960037
   -0.47927617    -0.10912781    -0.10444703
   -0.30842005     -0.4452454      0.3627095
   -0.30270523    0.003866849     0.20502456
   -0.24459194    -0.30136824     0.23144124
   0.015339787    -0.33430806     0.19788342
   0.039925308    -0.33411195      -0.432539
   -0.45015332   -0.053654186    0.028606236
   0.053591317     -0.3836477    -0.26354112
    0.30359897   -0.074021124   0.0060065196
   0.012789095   -0.061982237     0.43706824
   -0.44097658     -0.1044977     0.23253096
   -0.33461528     0.10068856    -0.25642691
   -0.30480111    0.092195164    -0.19248307
  -0.061787679   -0.094306789     0.13611433
  -0.041718056   -0.081195525     0.35696138
