#     grain ID         completeness                 chi2                xi[0]                xi[1]                xi[2]            tVec_c[0]            tVec_c[1]            tVec_c[2]            vInv_s[0]            vInv_s[1]            vInv_s[2]    vInv_s[4]*sqrt(2)    vInv_s[5]*sqrt(2)    vInv_s[6]*sqrt(2)           ln(V[0,0])           ln(V[1,1])           ln(V[2,2])           ln(V[1,2])           ln(V[0,2])           ln(V[0,1])
            10                    1    4.05522237565e-05       0.356807123369       0.717367421775      -0.493767758184       0.425234168219        -0.3512621847      -0.250548402826        1.00153063921       0.995427433533        1.00122370167   -0.000755522830962    0.000105960487266   -0.000928713632785    -0.00152925034847     0.00458341279758    -0.00122280787138    0.000535108359159   -7.46467245864e-05      0.0006576822137
            11                    1    3.96067577265e-05       -1.02607416776       0.425343707177       0.126402578122     0.00985667627546       0.223833822164       0.442845884426         1.0001486817       0.996692729888        1.00077941311    0.000802821093049   -0.000311154572167    0.000938778635118   -0.000148425632324     0.00331313431257   -0.000778923975096   -0.000568472743943    0.000220106240291   -0.000664930153034
            12                    1    0.000185808305711       -1.01784310373       0.299541124324       0.130586226382      0.0200250430539       0.168706543436       0.469095628675        1.00030657633       0.996828435725        1.00068424474     0.00106750188608   -0.000375722239707    0.000918636225931   -0.000306282660197     0.00317710222575   -0.000683690182292   -0.000755865373826    0.000265789806471   -0.000650607056278
            13                    1     5.5087479158e-05      -0.989965025417        0.43523504651       0.269390847399      0.0300458943052      0.0789483449264       0.318266489246        1.00097591087       0.996504878784        1.00087555828     0.00102919722809    0.000167341171849    0.000988063461934   -0.000975183708199     0.00350175432632   -0.000874903131273   -0.000728666818704   -0.000117964171306   -0.000699505833169
            14                    1    3.21571353942e-05      0.0554840629433        1.02595060984       0.345282798048      -0.182683783892       0.249458268838       0.222379843249        1.00138563617        0.99539264918        1.00125586117   -0.000154363922747    0.000279206321228    0.000419180211114    -0.00138461363845     0.00461804752685    -0.00125504782299    0.000109364611436   -0.000197184480649   -0.000296895100876
            15                    1    3.91341399386e-05       0.114167929681       0.942210104226       0.366403673052      -0.242330358208       0.210832256814       0.276536071534        1.00136182347       0.995103654726        1.00143554652    0.000156642230179      6.476064268e-05    0.000474784905203    -0.00136083954351     0.00490843448641    -0.00143450992077    -0.00011094745831   -4.57101124559e-05   -0.000336316563913
            16                    1    1.50707503332e-05        1.18235920147       0.206345822654       0.433362926328        0.22375349862      -0.248858059976      -0.211956458381        1.00061276291       0.996846513894        1.00049401465   -0.000692086068328     -0.0003394937503   -0.000562311296312   -0.000612467280874     0.00315866841344   -0.000493743934812    0.000490078772837    0.000240023022723    0.000398179239433
            17                    1    0.000166155361874        1.18733894101      0.0791111093619       0.415498036239       0.247356002696      -0.227205210629      -0.113753736813        1.00080466104       0.996738082844        1.00036124181    -0.00055471784518   -0.000414617725231     -0.0005594201489   -0.000804216198269     0.00326740461821   -0.000361056557565    0.000392873014206    0.000293085927929    0.000396114565934
            18                    1    4.19062494826e-05        1.30500292974      0.0709089527771        0.34258705524      0.0383221192882       0.177372028514      -0.419817723322        1.00068736365       0.996978813005        1.00053364592   -0.000652777129588    9.60235130762e-05    -0.00100131890568   -0.000686874304835     0.00302611845867   -0.000533394629848    0.000462134485826   -6.76938601435e-05    0.000708851868288
            19                    1    2.48091345451e-05       0.781265204959        1.22100044412      -0.401236485859     0.00391113306376       0.219582331156      -0.164946030409        1.00111612225       0.995891043218        1.00091602049   -0.000235503894863     0.00045381804542   -0.000872004667021    -0.00111525814957     0.00411762665427   -0.000915535944366    0.000166693990369   -0.000320520737408    0.000617499246002
            20                    1    0.000196764631008       0.792381317348        1.31879792819      -0.309020929103      -0.254706363514      -0.172812979697       0.329642929458        1.00087184967       0.996256687988        1.00101439592   -9.83659428908e-05     0.00016048975009   -0.000528506773077   -0.000871393481722      0.0037504083047    -0.00101387292075     6.9629164182e-05     -0.0001133634559    0.000374244777017
            21                    1    6.79489780048e-05      -0.915792868896       -1.13081800448       0.145605092681      -0.211965212203     0.00872988346019       0.384010720371        1.00143335935       0.995973457077        1.00084923641    0.000121317570376    0.000358384636462   -0.000598794403379    -0.00143221132245     0.00403476501329   -0.000848840275304   -8.59748656431e-05   -0.000253145523696    0.000423973261641
            22                    1    4.22778750303e-05       -0.87048086084       -1.23348171895       0.123388273376       0.248882648434     -0.0323876090056       0.441114430402        1.00123087487        0.99574323583        1.00117566193    0.000136797871448     0.00017040320678   -0.000779874583574      -0.001229958484     0.00426600748256    -0.00117495944837   -9.69134651548e-05   -0.000120375169131    0.000552297476678
            23                    1    0.000258681354518       0.625479292725        1.28827886724      -0.154362417868       0.426984702496      -0.160893407617       0.346098813248        1.00137971932       0.995424443876        1.00126155456   -0.000544657191048    0.000173481506474   -0.000775117473029    -0.00137861050863     0.00458628154351     -0.0012606777161    0.000385737512484   -0.000122402499749     0.00054894608766
            24                    1    3.98149451114e-05       0.582796877123        1.20490552645      -0.120745416995       0.392304052753     -0.0492404629644      -0.337497031273        1.00121832862       0.994598056787         1.0014565931    -0.00127458996734   -6.15708049405e-05    -0.00144647095791    -0.00121706198189     0.00541752161763    -0.00145512550536    0.000903079060623    4.39407668679e-05     0.00102497748089
            25                    1    1.51295072486e-05       0.666373463457        1.37637847898      -0.243808570684       0.445173552573     -0.0985153090168     -0.0227518557992        1.00136849307       0.995753369781        1.00061512917   -0.000760825858583   -0.000199828202896    -0.00143224029572    -0.00136703417288     0.00425633356698   -0.000614785030646     0.00053903671267    0.000141432777281      0.0010142475293
            26                    1    0.000285019788117       0.724355842804        1.32324862917     -0.0140410909668       0.440098884658     -0.0489602884912       0.182550294929        1.00156708487       0.995359078008        1.00087431389   -0.000654928094755   -4.76830831903e-05    -0.00106484927286     -0.0015655739385     0.00465211729184   -0.000873823886121    0.000463991922994    3.38505403843e-05    0.000754131610127
            27                    1    5.64762049861e-05      -0.326828176207      -0.975269701562       0.210064162889       0.446349499688      -0.247827902339       0.133646266954         1.0016166738       0.994685786373        1.00167487938   -0.000854563623318    -0.00050563821994   -1.49158971124e-05    -0.00161530462035     0.00532856800967    -0.00167323181345    0.000605373764665    0.000356955999446    1.06748832521e-05
            28                    1    6.34712278237e-05      -0.298457559207       -0.96464566478       0.292231735057       0.413598327422      -0.355491157148       0.450589521706        1.00144925567       0.995275069956        1.00156383893   -0.000230027777638   -8.93434881426e-05   -0.000247919651293    -0.00144818914141     0.00473615655965    -0.00156260217169    0.000162917776589    6.30946276214e-05    0.000175598966798
            29                    1    1.65656689347e-05      -0.204509656662        1.48092318948      -0.172048613593       0.347797906551      -0.325572300123        0.22719444409        1.00192277689       0.994831709661        1.00145896413   -0.000788210418734    3.59537229745e-05    2.99562130483e-05    -0.00192093017547     0.00518184861702    -0.00145774500023    0.000558386926454   -2.53861198112e-05   -2.12238555641e-05
            30                    1    4.32387701216e-05      -0.214967020759       -1.49240790055       0.204929607554       0.395868229642      -0.430963275639       0.293449605707        1.00162631592       0.994969444527        1.00151883672   -0.000683414161736    0.000216695050596   -0.000189822284351    -0.00162497418918     0.00504337779821    -0.00151755583483    0.000484088278661   -0.000152953498969    0.000134416921016
            31                    1    8.23478751847e-05      -0.690481619098      -0.284349250521       0.465239819355       0.400975442078       0.413507565189     -0.0998715801091        1.00107583624       0.995759114004        1.00125620769    0.000219678737942   -0.000166839738837    -0.00055187815835    -0.00107517475135     0.00424999269635    -0.00125540030067   -0.000155545840805    0.000117805771282    0.000390847100436
            32                    1    2.41737913095e-05      -0.698645570233      -0.432821588353       0.414684791757       0.301196365659       0.037212268866       0.171405793881        1.00133604592       0.995426520066        1.00112200344    0.000350807193535   -4.95349556397e-05   -0.000584219052374    -0.00133506815515     0.00458408699463    -0.00112134303657    -0.00024848041727    3.49322006127e-05    0.000413771928246
            33                    1     0.00044039436806      -0.737731184458      -0.890630467098    -0.00100955153939       0.395392986666     -0.0862766717939       0.398392809953        1.00086288429       0.995614327617        1.00129176569    0.000368198942843    1.22259056478e-05    -0.00096654329188   -0.000862278216566     0.00439558650778    -0.00129089810712   -0.000260763059753   -8.72482199291e-06    0.000684658090553
            34                    1    4.01985587289e-05      -0.737979894662       -0.84519899246      -0.148277194934       0.411168428035      -0.169637547776       0.239081570925        1.00086361876       0.996009817103        1.00117321949    0.000457339072514    0.000261102342736   -0.000977964603452   -0.000862989548399     0.00399845771559    -0.00117246242531   -0.000323908396407   -0.000184551401592    0.000692639543775
            35                    1    0.000107796845355      -0.184100959858        1.25878383718    -0.00734804963576      -0.441369514784       0.458943420014       0.235882418824        1.00134782255       0.994997499073        1.00163089559    0.000163045121067    5.77551025519e-05    0.000632260210804    -0.00134681412656       0.005015162521    -0.00162955963725   -0.000115476287399   -4.07524876157e-05   -0.000447893122195
            36                    1    3.64449423379e-05     -0.0335216869362         1.2622398994      -0.062342576223      0.0171701265795      -0.133313100746       0.451657070749        1.00145340792       0.994553538984        1.00174036738   -0.000281814037275    0.000104638066283    0.000669429525069    -0.00145223778472     0.00546147978486    -0.00173883208435    0.000199660982728   -7.39195625595e-05   -0.000474314434751
            37                    1    3.43804742085e-05      -0.463033103533        1.39966548791       0.273104530907      0.0399905577136      -0.193398574827      0.0974927948534        1.00120595131       0.995508556003         1.0011292621    -9.7747781911e-05    8.37367554164e-05     0.00062924653097     -0.0012051238605     0.00450166274199    -0.00112862082472    6.92478883994e-05   -5.91571764359e-05   -0.000445679912239
            38                    1    8.60312136429e-05      -0.578581557703        1.44304429672       0.264370509892      0.0106726572402      -0.254576884812      -0.211893991456        1.00132515898       0.995748912577        1.00117599441   -0.000371823860985    0.000505985485645    0.000621440908331    -0.00132412121352     0.00426028075741    -0.00117520498359    0.000263403431321   -0.000357396769952   -0.000440117175963
            39                    1     5.1671431098e-05       0.452226353704       -1.20745819865      0.0466710488115     -0.0331148271778       -0.21637970371    -0.00141770375335        1.00157896702       0.995091724911        1.00123720538   -0.000121857727363   -7.15951810646e-05   -8.63089529426e-05    -0.00157771861798     0.00492036583818    -0.00123643567664    8.63266977561e-05    5.05568870485e-05     6.1133808102e-05
            40                    1    0.000134997326769       0.424274790873       -1.20169600737      0.0940943371057      -0.313428842769       0.445683245843    -0.00540354772869        1.00165649241       0.994933637142        1.00117921918     0.00037112113428   -0.000328092225906    0.000896136857515    -0.00165489407698     0.00507947695871    -0.00117846308824   -0.000263007818425    0.000231751079459   -0.000634779646935
            41                    1    2.86181474697e-05      -0.624145688478      -0.701576721047       0.192685589851       0.432496549996      -0.244991182168     -0.0442582049516        1.00132717591       0.995345532194        1.00137038387   -3.96352366932e-05   -2.21765415155e-05   -0.000835369530814     -0.0013261211728     0.00466550935891    -0.00136944523145    2.80771667262e-05    1.56683511243e-05    0.000591681865118
            42                    1     1.8567095244e-05      -0.569035679746       -0.76455400051       0.248248583167       0.392513017879      -0.094899864753       0.177516439558        1.00159134256       0.995104688113        1.00142820096   -0.000107121402682   -2.93219336381e-05    -0.00109650674939       -0.00158977657     0.00490763829415    -0.00142717896566    7.58861258153e-05    2.07318881357e-05    0.000776634015714
            43                    1    8.58593970882e-05      -0.717604476441      -0.777047536537       0.224226373524       0.238778295193       0.307909552251       0.421663557698        1.00126927312       0.995570354436        1.00125755056    0.000684628545197   -9.76327912291e-05    -0.00048365172757    -0.00126840735519     0.00443966205854    -0.00125664080716   -0.000484864069601    6.88668190597e-05     0.00034251892381
            44                    1    3.20267732131e-05         0.4387680427        -1.3117393519      -0.165862222446      -0.436315059081       0.470061094304       0.042171581007         1.0014941052       0.995196627698        1.00118076874    0.000917645959595   -5.42112127929e-05    0.000773322002412    -0.00149283970161     0.00481530760585    -0.00117986057181   -0.000650063718963    3.84595882195e-05    -0.00054774192307
            45                    1    3.93385601771e-05       0.409845166822       -1.36779198759      -0.200042845711        -0.1862303541      -0.200504630486       0.385467736862        1.00124952707       0.994995903392        1.00175046389    8.97519010175e-05   -5.56693954356e-05    0.000462446596818    -0.00124869273099     0.00501671482987      -0.001748930826   -6.35742801814e-05    3.93156419343e-05   -0.000327616484436
            46                    1    2.58363553758e-05       0.397097549673       -1.47442308256      -0.301080227537       0.411526382558      -0.220490092451       0.388025746292        1.00179985065       0.994740953771        1.00172316901   -0.000571525222914   -5.03501259588e-05     0.00035697375634    -0.00179820033983     0.00527303787171    -0.00172160367315    0.000404842284854    3.54892492341e-05    -0.00025284977324
            47                    1    1.54583462499e-05       0.293291583817        1.54571834233       0.265626434823      -0.334732321098       0.447889048387       0.380916198147        1.00168185021       0.994595667193        1.00151760344    0.000257137459674    7.13621030051e-06    0.000402118463212    -0.00168039698945     0.00541904634712    -0.00151643647153   -0.000182177697817   -5.01211528643e-06   -0.000284871653606
            48                    1    6.38628132672e-05       -0.31626785712        -0.9313859943      0.0136794177214       0.377628851655      -0.272670358459       0.305208216683        1.00154780274       0.995020087735        1.00164082431     -0.0003036049512   -0.000328181258225   -0.000478640230707    -0.00154652192854     0.00499243412998    -0.00163942970963    0.000215080259731    0.000231726196775    0.000339057721227
            49                    1    3.04009342803e-05       -0.32891087163       -1.06354724391      0.0287910714295      -0.223231465911     -0.0867076572024       0.270968835053        1.00152105588       0.995588008468        1.00119814987    4.83858950854e-05   -0.000159751460381   -0.000192288992113    -0.00151988462776     0.00442176296594    -0.00119742570749   -3.42614644122e-05    0.000112805640442    0.000136164140812
            50                    1     0.00316247618559        1.11817549068      -0.827903726197       0.179349527996       0.210740137547       0.416072442654      -0.260752347167        1.00050456285       0.996164721597        1.00115609527   -0.000478222551042    9.44639387475e-05     0.00102819420137   -0.000504168567641     0.00384297494043     -0.0011553680372    0.000338633100533   -6.68637970465e-05   -0.000728268513429
            51                    1    0.000300321161186        1.02588744977       -0.72421129657       0.133893526523     -0.0822834746558      -0.230846432396      -0.448851323317        1.00104442142       0.996745966702        1.00046875246   -0.000928738796293   -0.000445663053151   -4.89865388471e-05    -0.00104382621687     0.00325955629465   -0.000468377068377    0.000657639690289    0.000314904574718    3.47806815083e-05
            52                    1    0.000149323891884      -0.539577089887      -0.923664531364       0.249732709034       0.453890295477       0.111849494758       0.340672037445        1.00160820833       0.995126857454        1.00116871403   -0.000515352318182   -3.97173836065e-05     -0.0007119869151    -0.00160678927664     0.00488524922622    -0.00116796470594    0.000365093576642    2.81373552541e-05    0.000504280947146
            53                    1    0.000137169640831       -0.54238082322      -0.987067395596       0.150135958785        0.42085138805      0.0970584865233      -0.158757175281        1.00146511699       0.994780460864        1.00158349755   -0.000368212303025     0.00013293889791   -0.000961105192729    -0.00146380907203     0.00523347492154    -0.00158220680367    0.000260808696319   -9.37703417705e-05    0.000680872571116
            54                    1    5.50882617195e-05      -0.443835192477       -1.21285236466      -0.210003119409       0.448674709693       0.431532565275     -0.0515939321966        1.00138206004       0.995468273145        1.00114291076   -0.000154088438129   -0.000288007085541   -0.000755626870161    -0.00138094227222     0.00454217570999    -0.00114223149897    0.000109196696318    0.000203424151482    0.000535164393397
            55                    1    8.31863994523e-05       -0.45748086311       -1.27764586221      -0.194333034497      0.0704476693044      -0.114971216285      -0.368679402762        1.00101281179        0.99498518074        1.00149744928   -0.000233975345967   -0.000345028374839    -0.00118476413473    -0.00101191790675     0.00502780248775    -0.00149628580935    0.000165840030408     0.00024373555752    0.000839457454468
            56                    1    5.45659998485e-05      -0.459655851413       -1.31157982189      -0.295324068886      0.0527567476251       -0.25640885495      0.0311965668902        1.00145297056       0.995436912203        1.00109798779    3.30634905963e-05   -0.000180788441624     -0.0010388221441    -0.00145163778459     0.00457380190937    -0.00109737701961   -2.33730467578e-05    0.000127665314351    0.000735703109003
            57                    1     0.00107092373795      -0.356272392949        -1.3431247893      -0.348632122256      0.0566077309456      -0.188792198672      0.0021668417218        1.00144844803       0.995307966803        1.00113870124    0.000204673936318   -2.17833454665e-05   -0.000701030726018    -0.00144727691713     0.00470320938224    -0.00113804280716   -0.000144980518374     1.5347332117e-05    0.000496509307799
            58                    1    5.37824982764e-05      -0.421678815601       -1.10064039077      -0.248041200192     0.00517700565688      -0.219604310277       0.472469067582        1.00101454832       0.995469921434        1.00144478698    0.000572716833941   -0.000264810413143    3.36132423643e-05     -0.0010140162392     0.00454045317019    -0.00144364469853   -0.000405601116273     0.00018702410205   -2.38480347674e-05
            59                    1    6.97723377969e-05      -0.306388919579       -1.10155874403       -0.31950313289       0.267309795935      -0.292729695517       0.249576557894        1.00163441908       0.994939989867        1.00165401962   -8.10261278224e-05   -0.000209715201952   -0.000843473231435    -0.00163289583706     0.00507303586114    -0.00165264063522    5.74363610546e-05    0.000148064743664    0.000597455517777
            60                    1    1.75653407064e-05      -0.320687870473       -1.14524691597      -0.314943021312       0.427905012304      -0.436966141146       0.421254631622        1.00150376053        0.99527668315        1.00147202966    0.000157551181766    6.22620673173e-05    -0.00082832577521    -0.00150245832161     0.00473468564638     -0.0014709401061    -0.00011160018941    -4.3993190802e-05    0.000586663590995
            61                    1    4.38444975353e-05       -0.19497446922       -1.16125236517      -0.356995323521      -0.238306104143      -0.293142809203     -0.0223697697552        1.00127990835       0.996150701538        1.00101102642    0.000637330054951   -0.000173885051356   -0.000217987813503    -0.00127907053768     0.00385684000534    -0.00101040647352   -0.000451292302356    0.000122779860669    0.000154311556873
            62                    1    2.98422332005e-05      -0.869215364845      -0.615482746325        0.46835479287       0.144907685045       0.213246968188       0.301534913957        1.00109821313       0.995803082188        1.00109636381    0.000654296948934    0.000203319440575   -0.000459264251653     -0.0010975474039     0.00420591014367    -0.00109564574133   -0.000463400684573   -0.000143686213372    0.000325286899628
            63                    1    4.73104043827e-05      -0.848420117135      -0.520354660731        0.43635867238       0.448903372425      0.0623907211851       0.243645856011        1.00127963287        0.99607860501        1.00059922252    0.000355664147026   -0.000145703552827    -0.00110755849126    -0.00127850260627     0.00392944360207   -0.000599006095156   -0.000251871065371    0.000102832686957    0.000784186931397
            64       0.993902439024    5.74311977316e-05       -0.76682034135      -0.583644433161       0.440029123938       0.189276576248       0.154392030248      -0.330765285852        1.00166728332       0.995557342375        1.00106599772     0.00028459548612    0.000166903325327   -0.000836446612609    -0.00166571295627     0.00445275167495    -0.00106540271091   -0.000201615211391   -0.000117917004341    0.000592292786101
            65                    1    5.22008269215e-05      -0.182908829728           -0.9836785      -0.261935147532       0.119969551801       0.101710014389       0.439520400301        1.00141705293       0.995260041077        1.00146183228    0.000725198247329   -0.000193226632504    0.000243496155548    -0.00141602569822     0.00475137524783    -0.00146062389419   -0.000513647960163    0.000136479686179   -0.000172499964381
            66                    1    5.28275234545e-05      -0.220636892264      -0.958982898542      -0.304632977811       0.368836977097      -0.149768528442   -0.000870970600168        1.00134579826       0.994886386718        1.00151714644   -0.000456655857559   -0.000267970833892    -0.00115092611983    -0.00134454385784     0.00512711814741    -0.00151592659923     0.00032356465358    0.000189344784257    0.000815397437287
            67                    1    8.07255862374e-05      -0.279699704941      -0.955825008953         -0.360946013       0.423409810377       0.195281451314      -0.163029871473        1.00181394329       0.994522267186        1.00148988461    0.000169923691884    -9.6020079259e-05   -0.000841098964365    -0.00181212070769     0.00549297581337    -0.00148876631154   -0.000120374535788    6.77487012725e-05    0.000595836933439
            68                    1    6.62509770851e-05      -0.369240264154      -0.943546076009      -0.394093579047       0.434965238681       0.227704711674     -0.0993050682073        1.00141862471        0.99547671705        1.00116426574    1.69296411467e-05    -0.00034866247135    -0.00111352188341    -0.00141727877223     0.00453385558597    -0.00116355812291   -1.18940514647e-05    0.000246218951796    0.000788604075558
            69                    1    4.35840486133e-05      -0.586302943239      -0.624616534361       0.464496215601       0.261802434259       0.100477710798      -0.261725446595        1.00180408906        0.99505409148        1.00138267758    0.000141300301492   -1.90257701438e-05    -0.00119143834334    -0.00180210835256     0.00495854182911    -0.00138171747518    -0.00010008741378    1.33897150597e-05     0.00084380240921
            70                    1    6.11618405472e-05      -0.587521997624      -0.573174864836       0.472540060917       0.396381965932     -0.0704644399192     -0.0773715481983         1.0015051761       0.995261929665        1.00144521142    0.000206060971324   -0.000390308927632   -0.000944727372843    -0.00150378311876     0.00474956554556    -0.00144411952271   -0.000145855600853    0.000275534874183    0.000669086875088
            71                    1    4.94820332465e-05      -0.249722904804       -0.89218090403      -0.452867559114       0.200043776411       0.130210053555       0.398134479882        1.00200027022       0.995410845342        1.00123347602    0.000837121725318    -0.00045395014149   -0.000351211163233    -0.00199819018893     0.00459992423536    -0.00123248914157    -0.00059289117717    0.000320399561215    0.000248571533961
            72                    1    1.77130410787e-05      -0.258339167051      -0.855359287309      -0.371493370894       0.174666560285       0.167647691353     -0.0953050570959        1.00137738718       0.995178720877        1.00129577246    0.000497344261612    -0.00015128732634   -0.000555375059507    -0.00137635653784     0.00483307869299      -0.001294866046   -0.000352276612774    0.000106764360645    0.000393369326068
            73                    1    6.38854883332e-05       0.172045928786       -1.01942953012      -0.101370013888       0.232683289675      0.0436919787549     -0.0668747100117        1.00201135488        0.99502461734        1.00107266452   -0.000688699695877   -0.000142929709255   -0.000462334624618    -0.00200927624381     0.00498797410088    -0.00107196572534    0.000487954456518    0.000100990683775    0.000327431182004
            74                    1     9.6766522159e-05       0.114985974154       -1.03016780308      -0.144109034283     -0.0880649868864      -0.157479999924       0.416903879677        1.00147575135       0.994712885755        1.00161391987    -6.9150528104e-05   -9.17424947562e-05    0.000432671121135     -0.0014746145316     0.00530118878333    -0.00161261560884    4.89770348796e-05    6.47641899518e-05   -0.000306528424775
            75                    1    1.62718781556e-05      0.0983732266285      -0.979342898914      -0.227200226906       0.166372379812       0.060047849151      0.0891807633789        1.00169792316       0.995179324707        1.00130298775   -1.38722731229e-05   -0.000176526055326   -0.000130199097466    -0.00169647130773     0.00483233653541    -0.00130213178586    9.83224540005e-06    0.000124636215078    9.22095783123e-05
            76                    1    2.07016723344e-05       -0.18125434272      -0.966531646932     -0.0740731474831       0.355693473159      -0.132800207935       0.330059554776        1.00158648985        0.99436939867        1.00181119306   -0.000377265164961    1.83898078265e-05   -0.000575970175027    -0.00158514955084     0.00564663220178    -0.00180951911017    0.000267275784257   -1.29271005614e-05    0.000408097686541
            77                    1    4.74734747602e-05     -0.0932381450673      -0.931285557308     -0.0554921810685      0.0878776685372      0.0212569021566       0.277119989977        1.00162366526        0.99534961797        1.00135439898    0.000235710841559   -0.000109919368886    0.000627360152906      -0.001622247033     0.00466134156621    -0.00135346568947   -0.000166965638409    7.76461854057e-05   -0.000444290958371
            78                    1     2.1421886153e-05      -0.115179427684      -0.976596980132      -0.150044174625     -0.0303351257369      -0.215466161611       0.256449591192        1.00151815063       0.995014943906        1.00146946526    6.76242853346e-05    0.000354950711607   -0.000281410788108    -0.00151694817199     0.00499754399664    -0.00146835410548   -4.79269660521e-05   -0.000250618459176    0.000199339731717
            79                    1    7.80203443073e-05     -0.0948548667933       -1.00674603051      -0.179026074499      -0.116954657412     -0.0911884914151       0.477393852833        1.00123463661       0.994685098264        1.00181780661    0.000193290938228   -0.000128344387533    0.000589706369763    -0.00123378385688     0.00532917295721    -0.00181614294477   -0.000136936280404    9.06434364698e-05   -0.000417845556717
            80                    1    0.000110562756004      0.0146909898096       -1.03468107088     -0.0929445821809      -0.216614004117      -0.100298376761      -0.423660854576        1.00104943013       0.995430184113        1.00145168547    0.000221149425483   -0.000406953808718   -0.000763837882966    -0.00104869246946     0.00458044834203    -0.00145057927911   -0.000156543116061    0.000287358139976    0.000541046299934
            81                    1    6.92073106071e-05     -0.0050294225738       -1.02031049288      -0.136481979618      -0.253814926452     -0.0821880571196       0.462909464886        1.00130286376       0.995352510108        1.00140762748     0.00036426788383   -0.000405166475021    0.000644318184111     -0.0013018708922     0.00465846076378    -0.00140656353655   -0.000258060394037    0.000286167001648   -0.000456403292829
            82                    1    4.73327031174e-05       0.170012063869      -0.985781400326     0.00979741790776      -0.420718783276       0.161774678377       0.250454279109         1.0014197899       0.995332632414        1.00125390031    0.000600350639475   -0.000373271600236    0.000475698852567     -0.0014186915462     0.00467844124805    -0.00125298983456   -0.000425283524738    0.000263662024577   -0.000336974149408
