    0.76252114    -0.15970387    -0.62694193   -0.097251917     0.92974749    -0.35512206     0.63961205     0.33175938     0.69342061
    0.72699933    0.017612049    -0.68641226    -0.19352356     0.96440072    -0.18022176     0.65880241     0.26385804     0.70452702
    0.77925835    -0.33663077     -0.5286172    0.086879812       0.893372    -0.44083825     0.62065153     0.29760073     0.72541401
    0.13445365       0.289688    -0.94763024     0.38727801     0.86489052     0.31934328     0.91210633    -0.40993323   0.0040978938
    0.14306132     0.22188301    -0.96452133     0.31819279     0.91249531     0.25711022     0.93716957    -0.34368626    0.059941214
    0.91348534    -0.36913065    -0.17113471     0.18638567     0.75352911    -0.63043974     0.36166961      0.5440004     0.75713846
    0.91781241    -0.30868727    -0.24966488    0.031131506     0.68287753    -0.72986924     0.39579188     0.66211061     0.63636337
    0.58815345    -0.58725084    -0.55606832   -0.013842602      0.6801552    -0.73293744     0.80863088     0.43877712     0.39190655
    0.56294575    -0.44914309    -0.69380298    -0.13888339     0.77610951    -0.61511416     0.81474136     0.44263361     0.37452904
    0.60236602     0.58113629     0.54720726    -0.21177332     0.77731707    -0.59239365    -0.76961499      0.2409539     0.59129855
    0.64796527     0.54284649     0.53428335    -0.30522846     0.82773932    -0.47083246    -0.69783708      0.1420046     0.70203853
    0.91138753    -0.29808862     0.28375332   -0.094745482     0.51898433     0.84951666    -0.40049477    -0.80112324      0.4447533
    0.95150572    -0.24556477     0.18529655   -0.031369987     0.52174206     0.85252633    -0.30602743    -0.81699643     0.48873719
    0.88200934    -0.41102671     0.23047033    0.022949228     0.52596654     0.85019559    -0.47067278    -0.74459133     0.47334014
    0.46926556    -0.25575237     0.84521037     0.30731682     0.94460794     0.11520507     -0.8278564     0.20568559     0.52186897
    0.53157752    -0.25708485     0.80705187     0.35569096     0.93249386    0.062762665    -0.76870624     0.25369783     0.58713553
    0.89961578    -0.21865711     0.37799539     0.43127117     0.30903049    -0.84764694    0.068531937     0.92557508     0.37230921
    0.92178382    -0.27283044     0.27545988     0.35496677     0.30814866    -0.88263412     0.15592686     0.91137696     0.38089219
    0.94756388     -0.2078245     0.24275845     0.28711352      0.2201035    -0.93226621     0.14031577     0.95308102     0.26823135
    0.31850491     0.65973448     0.68066514     0.12738552     0.68175824    -0.72040171    -0.93932292     0.31615836     0.13310273
    0.25610402     0.62061676     0.74111104      0.2267754      0.7067097    -0.67017484     -0.9396721     0.33970023    0.040250579
    0.45791294     0.33286815    -0.82432672     0.53083061     0.64142594     0.55388775     0.71311613    -0.69121022     0.11702063
    0.36777314     0.36041829    -0.85722901     0.52307912     0.68198965     0.51115395     0.76885054    -0.63638728    0.062290189
    0.29408649      0.4441383     0.84631809     0.23162362     0.82596223    -0.51394251    -0.92728832     0.34717081     0.14003141
    0.37072526     0.38889048     0.84340203     0.21380084     0.84798652    -0.48498254    -0.90379864     0.36011534     0.23122491
    0.20333298     0.53137896     0.82236981      0.2165647     0.79470445      -0.567049    -0.95485885     0.29339603    0.046511702
    0.27837091     0.40426986      0.8712494     0.38569113     0.78370358    -0.48687888    -0.87963174     0.47156608    0.062236977
    0.54641844   -0.028287266    -0.83703448     0.31881341     0.93120993      0.1766524     0.77445781    -0.36338395     0.51784864
